name*;version*;license*;vendor/community;end-of-support;dependencies;language
addressparser;1.0.1;MIT;https://github.com/andris9/addressparser;;;
agent-base;2.1.1;MIT;https://github.com/TooTallNate/node-agent-base;;;
ajv;5.5.2;MIT;https://github.com/epoberezkin/ajv;;;
amqplib;0.5.2;MIT;https://github.com/squaremo/amqp.node;;;
ansi-regex;2.1.1;MIT;https://github.com/chalk/ansi-regex;;;
ansi-styles;2.2.1;MIT;https://github.com/chalk/ansi-styles;;;
asn1;0.2.3;MIT;https://github.com/mcavage/node-asn1;;;
assert-plus;0.2.0;MIT;https://github.com/mcavage/node-assert-plus;;;
assert-plus;1.0.0;MIT;https://github.com/mcavage/node-assert-plus;;;
ast-types;0.10.2;MIT;https://github.com/benjamn/ast-types;;;
async;2.1.5;MIT;https://github.com/caolan/async;;;
asynckit;0.4.0;MIT;https://github.com/alexindigo/asynckit;;;
aws-sign2;0.6.0;Apache-2.0;https://github.com/mikeal/aws-sign;;;
aws-sign2;0.7.0;Apache-2.0;https://github.com/mikeal/aws-sign;;;
aws4;1.6.0;MIT;https://github.com/mhart/aws4;;;
axios;0.15.3;MIT;https://github.com/mzabriskie/axios;;;
axios;0.18.0;MIT;https://github.com/axios/axios;;;
base64url;2.0.0;MIT;https://github.com/brianloveswords/base64url;;;
bcrypt-pbkdf;1.0.1;BSD-3-Clause;;;;
bitsyntax;0.0.4;Custom: https://travis-ci.org/squaremo/bitsyntax-js.png;https://github.com/squaremo/bitsyntax-js;;;
bl;1.1.2;MIT;https://github.com/rvagg/bl;;;
bluebird;3.5.1;MIT;https://github.com/petkaantonov/bluebird;;;
boom;2.10.1;BSD-3-Clause;https://github.com/hapijs/boom;;;
boom;4.3.1;BSD-3-Clause;https://github.com/hapijs/boom;;;
boom;5.2.0;BSD-3-Clause;https://github.com/hapijs/boom;;;
buffer-equal-constant-time;1.0.1;BSD-3-Clause;https://github.com/goinstant/buffer-equal-constant-time;;;
buffer-more-ints;0.0.2;MIT*;https://github.com/dpw/node-buffer-more-ints;;;
buildmail;4.0.1;MIT;https://github.com/andris9/buildmail;;;
bytes;3.0.0;MIT;https://github.com/visionmedia/bytes.js;;;
caseless;0.11.0;Apache-2.0;https://github.com/mikeal/caseless;;;
caseless;0.12.0;Apache-2.0;https://github.com/mikeal/caseless;;;
chalk;1.1.3;MIT;https://github.com/chalk/chalk;;;
circular-json;0.5.1;MIT;https://github.com/WebReflection/circular-json;;;
co;3.0.6;MIT;https://github.com/visionmedia/co;;;
co;4.6.0;MIT;https://github.com/tj/co;;;
combined-stream;1.0.6;MIT;https://github.com/felixge/node-combined-stream;;;
commander;2.14.1;MIT;https://github.com/tj/commander.js;;;
core-util-is;1.0.2;MIT;https://github.com/isaacs/core-util-is;;;
cryptiles;2.0.5;BSD-3-Clause;https://github.com/hapijs/cryptiles;;;
cryptiles;3.1.2;BSD-3-Clause;https://github.com/hapijs/cryptiles;;;
dashdash;1.14.1;MIT;https://github.com/trentm/node-dashdash;;;
data-uri-to-buffer;1.2.0;MIT;https://github.com/TooTallNate/node-data-uri-to-buffer;;;
date-format;1.2.0;MIT;https://github.com/nomiddlename/date-format;;;
debug;2.2.0;MIT;https://github.com/visionmedia/debug;;;
debug;2.6.9;MIT;https://github.com/visionmedia/debug;;;
debug;3.1.0;MIT;https://github.com/visionmedia/debug;;;
deep-is;0.1.3;MIT;https://github.com/thlorenz/deep-is;;;
degenerator;1.0.4;MIT;https://github.com/TooTallNate/node-degenerator;;;
delayed-stream;1.0.0;MIT;https://github.com/felixge/node-delayed-stream;;;
depd;1.1.1;MIT;https://github.com/dougwilson/nodejs-depd;;;
double-ended-queue;2.1.0-0;MIT;https://github.com/petkaantonov/deque;;;
ecc-jsbn;0.1.1;MIT;https://github.com/quartzjer/ecc-jsbn;;;
ecdsa-sig-formatter;1.0.9;Apache-2.0;https://github.com/Brightspace/node-ecdsa-sig-formatter;;;
escape-string-regexp;1.0.5;MIT;https://github.com/sindresorhus/escape-string-regexp;;;
escodegen;1.9.0;BSD-2-Clause;https://github.com/estools/escodegen;;;
esprima;3.1.3;BSD-2-Clause;https://github.com/jquery/esprima;;;
estraverse;4.2.0;BSD-2-Clause;https://github.com/estools/estraverse;;;
esutils;2.0.2;BSD;https://github.com/estools/esutils;;;
extend;3.0.1;MIT;https://github.com/justmoon/node-extend;;;
extsprintf;1.3.0;MIT;https://github.com/davepacheco/node-extsprintf;;;
fast-deep-equal;1.0.0;MIT;https://github.com/epoberezkin/fast-deep-equal;;;
fast-json-stable-stringify;2.0.0;MIT;https://github.com/epoberezkin/fast-json-stable-stringify;;;
fast-levenshtein;2.0.6;MIT;https://github.com/hiddentao/fast-levenshtein;;;
file-uri-to-path;1.0.0;MIT;https://github.com/TooTallNate/file-uri-to-path;;;
follow-redirects;1.0.0;MIT;https://github.com/olalonde/follow-redirects;;;
follow-redirects;1.5.0;MIT;https://github.com/olalonde/follow-redirects;;;
forever-agent;0.6.1;Apache-2.0;https://github.com/mikeal/forever-agent;;;
form-data;2.0.0;MIT;https://github.com/form-data/form-data;;;
form-data;2.1.4;MIT;https://github.com/form-data/form-data;;;
form-data;2.3.2;MIT;https://github.com/form-data/form-data;;;
ftp;0.3.10;MIT;https://github.com/mscdex/node-ftp;;;
gcp-metadata;0.6.3;MIT;https://github.com/stephenplusplus/gcp-metadata;;;
generate-function;2.0.0;MIT;https://github.com/mafintosh/generate-function;;;
generate-object-property;1.2.0;MIT;https://github.com/mafintosh/generate-object-property;;;
get-uri;2.0.1;MIT;https://github.com/TooTallNate/node-get-uri;;;
getpass;0.1.7;MIT;https://github.com/arekinath/node-getpass;;;
google-auth-library;1.5.0;Apache-2.0;https://github.com/google/google-auth-library-nodejs;;;
google-p12-pem;1.0.2;MIT;https://github.com/google/google-p12-pem;;;
googleapis;31.0.2;Apache-2.0;https://github.com/google/google-api-nodejs-client;;;
gtoken;2.3.0;MIT;https://github.com/google/node-gtoken;;;
har-schema;2.0.0;ISC;https://github.com/ahmadnassri/har-schema;;;
har-validator;2.0.6;ISC;https://github.com/ahmadnassri/har-validator;;;
har-validator;5.0.3;ISC;https://github.com/ahmadnassri/har-validator;;;
has-ansi;2.0.0;MIT;https://github.com/sindresorhus/has-ansi;;;
hawk;3.1.3;BSD-3-Clause;https://github.com/hueniverse/hawk;;;
hawk;6.0.2;BSD-3-Clause;https://github.com/hueniverse/hawk;;;
hipchat-notifier;1.1.0;MIT;;;;
hoek;2.16.3;BSD-3-Clause;https://github.com/hapijs/hoek;;;
hoek;4.2.0;BSD-3-Clause;https://github.com/hapijs/hoek;;;
http-errors;1.6.2;MIT;https://github.com/jshttp/http-errors;;;
http-proxy-agent;1.0.0;MIT;https://github.com/TooTallNate/node-http-proxy-agent;;;
http-signature;1.1.1;MIT;https://github.com/joyent/node-http-signature;;;
http-signature;1.2.0;MIT;https://github.com/joyent/node-http-signature;;;
httpntlm;1.6.1;MIT;https://github.com/SamDecrock/node-http-ntlm;;;
httpreq;0.4.24;MIT;https://github.com/SamDecrock/node-httpreq;;;
https-proxy-agent;1.0.0;MIT;https://github.com/TooTallNate/node-https-proxy-agent;;;
iconv-lite;0.4.15;MIT;https://github.com/ashtuchkin/iconv-lite;;;
iconv-lite;0.4.19;MIT;https://github.com/ashtuchkin/iconv-lite;;;
inflection;1.10.0;MIT;https://github.com/dreamerslab/node.inflection;;;
inflection;1.3.8;MIT;https://github.com/dreamerslab/node.inflection;;;
inherits;2.0.3;ISC;https://github.com/isaacs/inherits;;;
ip;1.0.1;MIT;https://github.com/indutny/node-ip;;;
ip;1.1.5;MIT;https://github.com/indutny/node-ip;;;
is-buffer;1.1.6;MIT;https://github.com/feross/is-buffer;;;
is-my-json-valid;2.17.1;MIT;https://github.com/mafintosh/is-my-json-valid;;;
is-property;1.0.2;MIT;https://github.com/mikolalysenko/is-property;;;
is-stream;1.1.0;MIT;https://github.com/sindresorhus/is-stream;;;
is-typedarray;1.0.0;MIT;https://github.com/hughsk/is-typedarray;;;
isarray;0.0.1;MIT;https://github.com/juliangruber/isarray;;;
isarray;1.0.0;MIT;https://github.com/juliangruber/isarray;;;
isstream;0.1.2;MIT;https://github.com/rvagg/isstream;;;
jobs;1.0.0;ISC;;;;
jsbn;0.1.1;MIT;https://github.com/andyperlitch/jsbn;;;
json-schema-traverse;0.3.1;MIT;https://github.com/epoberezkin/json-schema-traverse;;;
json-schema;0.2.3;AFLv2.1 BSD;https://github.com/kriszyp/json-schema;;;
json-stringify-safe;5.0.1;ISC;https://github.com/isaacs/json-stringify-safe;;;
jsonpointer;4.0.1;MIT;https://github.com/janl/node-jsonpointer;;;
jsonwebtoken;8.2.0;MIT;https://github.com/auth0/node-jsonwebtoken;;;
jsprim;1.4.1;MIT;https://github.com/joyent/node-jsprim;;;
jwa;1.1.5;MIT;https://github.com/brianloveswords/node-jwa;;;
jws;3.1.4;MIT;https://github.com/brianloveswords/node-jws;;;
levn;0.3.0;MIT;https://github.com/gkz/levn;;;
libbase64;0.1.0;MIT;https://github.com/andris9/libbase64;;;
libmime;3.0.0;MIT;https://github.com/andris9/libmime;;;
libqp;1.1.0;MIT;https://github.com/andris9/libqp;;;
lodash.includes;4.3.0;MIT;https://github.com/lodash/lodash;;;
lodash.isboolean;3.0.3;MIT;https://github.com/lodash/lodash;;;
lodash.isinteger;4.0.4;MIT;https://github.com/lodash/lodash;;;
lodash.isnumber;3.0.3;MIT;https://github.com/lodash/lodash;;;
lodash.isplainobject;4.0.6;MIT;https://github.com/lodash/lodash;;;
lodash.isstring;4.0.1;MIT;https://github.com/lodash/lodash;;;
lodash.once;4.1.1;MIT;https://github.com/lodash/lodash;;;
lodash;4.17.5;MIT;https://github.com/lodash/lodash;;;
log4js;2.5.3;Apache-2.0;https://github.com/log4js-node/log4js-node;;;
loggly;1.1.1;MIT;https://github.com/winstonjs/node-loggly;;;
lru-cache;2.6.5;ISC;https://github.com/isaacs/node-lru-cache;;;
lru-cache;4.1.3;ISC;https://github.com/isaacs/node-lru-cache;;;
mailcomposer;4.0.1;MIT;https://github.com/andris9/mailcomposer;;;
mailgun-js;0.7.15;MIT;https://github.com/bojand/mailgun-js;;;
mime-db;1.30.0;MIT;https://github.com/jshttp/mime-db;;;
mime-types;2.1.17;MIT;https://github.com/jshttp/mime-types;;;
mime;2.3.1;MIT;https://github.com/broofa/node-mime;;;
minimist;0.0.8;MIT;https://github.com/substack/minimist;;;
mkdirp;0.5.1;MIT;https://github.com/substack/node-mkdirp;;;
ms;0.7.1;MIT*;https://github.com/guille/ms.js;;;
ms;2.0.0;MIT;https://github.com/zeit/ms;;;
ms;2.1.1;MIT;https://github.com/zeit/ms;;;
netmask;1.0.6;MIT;https://github.com/rs/node-netmask;;;
node-forge;0.7.5;(BSD-3-Clause OR GPL-2.0);https://github.com/digitalbazaar/forge;;;
node-uuid;1.4.8;MIT;https://github.com/broofa/node-uuid;;;
nodemailer-direct-transport;3.3.2;MIT;https://github.com/andris9/nodemailer-direct-transport;;;
nodemailer-fetch;1.6.0;MIT;https://github.com/nodemailer/nodemailer-fetch;;;
nodemailer-shared;1.1.0;MIT;https://github.com/nodemailer/nodemailer-shared;;;
nodemailer-smtp-pool;2.8.2;MIT;https://github.com/andris9/nodemailer-smtp-pool;;;
nodemailer-smtp-transport;2.7.2;MIT;https://github.com/andris9/nodemailer-smtp-transport;;;
nodemailer-wellknown;0.1.10;MIT;https://github.com/andris9/nodemailer-wellknown;;;
nodemailer;2.7.2;MIT;https://nodemailer.com/;;;
oauth-sign;0.8.2;Apache-2.0;https://github.com/mikeal/oauth-sign;;;
optionator;0.8.2;MIT;https://github.com/gkz/optionator;;;
pac-proxy-agent;1.1.0;MIT;https://github.com/TooTallNate/node-pac-proxy-agent;;;
pac-resolver;2.0.0;MIT;https://github.com/TooTallNate/node-pac-resolver;;;
path-proxy;1.0.0;MIT;https://github.com/jclem/path-proxy;;;
performance-now;2.1.0;MIT;https://github.com/braveg1rl/performance-now;;;
pify;3.0.0;MIT;https://github.com/sindresorhus/pify;;;
pinkie-promise;2.0.1;MIT;https://github.com/floatdrop/pinkie-promise;;;
pinkie;2.0.4;MIT;https://github.com/floatdrop/pinkie;;;
prelude-ls;1.1.2;MIT;https://github.com/gkz/prelude-ls;;;
process-nextick-args;1.0.7;MIT;https://github.com/calvinmetcalf/process-nextick-args;;;
process-nextick-args;2.0.0;MIT;https://github.com/calvinmetcalf/process-nextick-args;;;
proxy-agent;2.0.0;MIT;https://github.com/TooTallNate/node-proxy-agent;;;
pseudomap;1.0.2;ISC;https://github.com/isaacs/pseudomap;;;
punycode;1.4.1;MIT;https://github.com/bestiejs/punycode.js;;;
q;1.4.1;MIT;https://github.com/kriskowal/q;;;
qs;6.2.3;BSD-3-Clause;https://github.com/ljharb/qs;;;
qs;6.5.1;BSD-3-Clause;https://github.com/ljharb/qs;;;
qs;6.5.2;BSD-3-Clause;https://github.com/ljharb/qs;;;
raw-body;2.3.2;MIT;https://github.com/stream-utils/raw-body;;;
readable-stream;1.1.14;MIT;https://github.com/isaacs/readable-stream;;;
readable-stream;2.0.6;MIT;https://github.com/nodejs/readable-stream;;;
readable-stream;2.3.4;MIT;https://github.com/nodejs/readable-stream;;;
redis-commands;1.3.1;MIT;https://github.com/NodeRedis/redis-commands;;;
redis-parser;2.6.0;MIT;https://github.com/NodeRedis/node-redis-parser;;;
redis;2.8.0;MIT;https://github.com/NodeRedis/node_redis;;;
request-promise-core;1.1.1;ISC;https://github.com/request/promise-core;;;
request-promise-native;1.0.5;ISC;https://github.com/request/request-promise-native;;;
request;2.75.0;Apache-2.0;https://github.com/request/request;;;
request;2.83.0;Apache-2.0;https://github.com/request/request;;;
requestretry;1.13.0;MIT;https://github.com/FGRibreau/node-request-retry;;;
retry-axios;0.3.2;Apache-2.0;https://github.com/JustinBeckwith/retry-axios;;;
safe-buffer;5.1.1;MIT;https://github.com/feross/safe-buffer;;;
semver;5.0.3;ISC;https://github.com/npm/node-semver;;;
semver;5.5.0;ISC;https://github.com/npm/node-semver;;;
setprototypeof;1.0.3;ISC;https://github.com/wesleytodd/setprototypeof;;;
slack-node;0.2.0;MIT;https://github.com/clonn/slack-node-sdk;;;
smart-buffer;1.1.15;MIT;https://github.com/JoshGlazebrook/smart-buffer;;;
smtp-connection;2.12.0;MIT;https://github.com/andris9/smtp-connection;;;
sntp;1.0.9;BSD;https://github.com/hueniverse/sntp;;;
sntp;2.1.0;BSD-3-Clause;https://github.com/hueniverse/sntp;;;
socks-proxy-agent;2.1.1;MIT;https://github.com/TooTallNate/node-socks-proxy-agent;;;
socks;1.1.10;MIT;https://github.com/JoshGlazebrook/socks;;;
socks;1.1.9;MIT;https://github.com/JoshGlazebrook/socks;;;
source-map;0.5.7;BSD-3-Clause;https://github.com/mozilla/source-map;;;
sshpk;1.13.1;MIT;https://github.com/arekinath/node-sshpk;;;
statuses;1.4.0;MIT;https://github.com/jshttp/statuses;;;
stealthy-require;1.1.1;ISC;https://github.com/analog-nico/stealthy-require;;;
streamroller;0.7.0;MIT;https://github.com/nomiddlename/streamroller;;;
string_decoder;0.10.31;MIT;https://github.com/rvagg/string_decoder;;;
string_decoder;1.0.3;MIT;https://github.com/rvagg/string_decoder;;;
stringstream;0.0.5;MIT;https://github.com/mhart/StringStream;;;
strip-ansi;3.0.1;MIT;https://github.com/chalk/strip-ansi;;;
supports-color;2.0.0;MIT;https://github.com/chalk/supports-color;;;
thunkify;2.1.2;MIT;https://github.com/visionmedia/node-thunkify;;;
timespan;2.3.0;MIT*;https://github.com/indexzero/TimeSpan.js;;;
tough-cookie;2.3.3;BSD-3-Clause;https://github.com/salesforce/tough-cookie;;;
tsscmp;1.0.5;MIT;https://github.com/suryagh/tsscmp;;;
tunnel-agent;0.4.3;Apache-2.0;https://github.com/mikeal/tunnel-agent;;;
tunnel-agent;0.6.0;Apache-2.0;https://github.com/mikeal/tunnel-agent;;;
tweetnacl;0.14.5;Unlicense;https://github.com/dchest/tweetnacl-js;;;
type-check;0.3.2;MIT;https://github.com/gkz/type-check;;;
underscore;1.7.0;MIT;https://github.com/jashkenas/underscore;;;
unpipe;1.0.0;MIT;https://github.com/stream-utils/unpipe;;;
url-template;2.0.8;BSD*;https://github.com/bramstein/url-template;;;
util-deprecate;1.0.2;MIT;https://github.com/TooTallNate/util-deprecate;;;
uuid;3.2.1;MIT;https://github.com/kelektiv/node-uuid;;;
verror;1.10.0;MIT;https://github.com/davepacheco/node-verror;;;
when;3.7.8;MIT;https://github.com/cujojs/when;;;
wordwrap;1.0.0;MIT;https://github.com/substack/node-wordwrap;;;
xregexp;2.0.0;MIT;https://github.com/slevithan/XRegExp;;;
xtend;4.0.1;MIT;https://github.com/Raynos/xtend;;;
yallist;2.1.2;ISC;https://github.com/isaacs/yallist;;;